file,filename,siteid,uploaddirectory,contenttype,containerid,oipmroot:issuerNumber,oipmroot:issuerName,damsasp:extDocSource
OIP00743_3964_LOAN CITY.COM.pdf,OIP00743_3964_LOAN CITY.COM.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3964,LOAN CITY.COM,Other
OIP00744_3966_WASHINGTON STATE EMPLOYEE CREDIT UNION.pdf,OIP00744_3966_WASHINGTON STATE EMPLOYEE CREDIT UNION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3966,WASHINGTON STATE EMPLOYEE CREDIT UNION,Other
OIP00745_3967_STERNS LENDING.pdf,OIP00745_3967_STERNS LENDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3967,STERNS LENDING,Other
OIP00746_3967_STERNS LENDING.pdf,OIP00746_3967_STERNS LENDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3967,STERNS LENDING,Other
OIP00747_3968_ACTIVE MORTGAGE.pdf,OIP00747_3968_ACTIVE MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3968,ACTIVE MORTGAGE,Other
OIP00748_3970_WINSTAR MORTGAGE.pdf,OIP00748_3970_WINSTAR MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3970,WINSTAR MORTGAGE,Other
OIP00761_4138_CORNERSTONE.pdf,OIP00761_4138_CORNERSTONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4138,CORNERSTONE,Other
OIP00762_4139_VANDERBUILT.pdf,OIP00762_4139_VANDERBUILT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4139,VANDERBUILT,Other
OIP00763_4140_VANDERBUILT.pdf,OIP00763_4140_VANDERBUILT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4140,VANDERBUILT,Other
OIP00764_4141_STIFEL.pdf,OIP00764_4141_STIFEL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4141,STIFEL,Other
OIP00765_4142_GATEWAY.pdf,OIP00765_4142_GATEWAY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4142,GATEWAY,Other
OIP00766_4143_CARRINGTON.pdf,OIP00766_4143_CARRINGTON.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4143,CARRINGTON,Other
OIP00767_4144_TRUHOME SOLUTIONS.pdf,OIP00767_4144_TRUHOME SOLUTIONS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4144,TRUHOME SOLUTIONS,Other
OIP00797_3979_THE MORTGAGE HOUSE.pdf,OIP00797_3979_THE MORTGAGE HOUSE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3979,THE MORTGAGE HOUSE,Other
OIP00798_3997_EUROBANSHARES.pdf,OIP00798_3997_EUROBANSHARES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3997,EUROBANSHARES,Other
OIP00799_3999_COMMUNITY BANK.pdf,OIP00799_3999_COMMUNITY BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3999,COMMUNITY BANK,Other
OIP00800_4003_FIRST FEDERAL SAVINGS.pdf,OIP00800_4003_FIRST FEDERAL SAVINGS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4003,FIRST FEDERAL SAVINGS,Other
OIP00801_4004_WESTSTAR.pdf,OIP00801_4004_WESTSTAR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4004,WESTSTAR,Other
OIP00802_4005_POPULAR.pdf,OIP00802_4005_POPULAR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4005,POPULAR,Other
OIP00803_4006_SOUTHWEST STAGE FUNDING.pdf,OIP00803_4006_SOUTHWEST STAGE FUNDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4006,SOUTHWEST STAGE FUNDING,Other
OIP00804_4007_HOUSING SOLUTIONS.pdf,OIP00804_4007_HOUSING SOLUTIONS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4007,HOUSING SOLUTIONS,Other
OIP00781_4228_PARAMOUNT.pdf,OIP00781_4228_PARAMOUNT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4228,PARAMOUNT,Other
OIP00782_4222_SABINE.pdf,OIP00782_4222_SABINE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4222,SABINE,Other
OIP00783_4222_SABINE.pdf,OIP00783_4222_SABINE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4222,SABINE,Other
OIP00784_4253_MMS MORTGAGE.pdf,OIP00784_4253_MMS MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4253,MMS MORTGAGE,Other
OIP00785_4226_LEADER ONE.pdf,OIP00785_4226_LEADER ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4226,LEADER ONE,Other
OIP00786_4227_MIDWEST.pdf,OIP00786_4227_MIDWEST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4227,MIDWEST,Other
OIP00787_3887_CARE ONE FUNDING.pdf,OIP00787_3887_CARE ONE FUNDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3887,CARE ONE FUNDING,Other
OIP00788_3888_ASSOCIATED BANK MILWAUKEE.pdf,OIP00788_3888_ASSOCIATED BANK MILWAUKEE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3888,ASSOCIATED BANK MILWAUKEE,Other
OIP00789_3891_BISHOPS GATE RESIDENTIAL MORTGAGE.pdf,OIP00789_3891_BISHOPS GATE RESIDENTIAL MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3891,BISHOPS GATE RESIDENTIAL MORTGAGE,Other
OIP00790_3893_WOODLAND CAPITAL CORP.pdf,OIP00790_3893_WOODLAND CAPITAL CORP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3893,WOODLAND CAPITAL CORP,Other
OIP00791_3898_CIS FINANCIAL SERVICES.pdf,OIP00791_3898_CIS FINANCIAL SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3898,CIS FINANCIAL SERVICES,Other
OIP00792_3898_CIS FINANCIAL SERVICES.pdf,OIP00792_3898_CIS FINANCIAL SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3898,CIS FINANCIAL SERVICES,Other
OIP00793_3899_FRANKLIN AMERICAN MORTGAGE.pdf,OIP00793_3899_FRANKLIN AMERICAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3899,FRANKLIN AMERICAN MORTGAGE,Other
OIP00794_3900_BEACON HILL MORTGAGE.pdf,OIP00794_3900_BEACON HILL MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3900,BEACON HILL MORTGAGE,Other
OIP00795_3901_NEW FREEDOM MORTGAGE CORP.pdf,OIP00795_3901_NEW FREEDOM MORTGAGE CORP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3901,NEW FREEDOM MORTGAGE CORP,Other
OIP00796_3902_BANK OF TANGLEWOOD.pdf,OIP00796_3902_BANK OF TANGLEWOOD.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3902,BANK OF TANGLEWOOD,Other
OIP00805_4132_URBAN FINANCIAL.pdf,OIP00805_4132_URBAN FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4132,URBAN FINANCIAL,Other
OIP00806_4135_GREEN PLANET.pdf,OIP00806_4135_GREEN PLANET.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4135,GREEN PLANET,Other
OIP00807_4135_GREEN PLANET.pdf,OIP00807_4135_GREEN PLANET.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4135,GREEN PLANET,Other
OIP00808_4136_GENWORTH FINANCIAL.pdf,OIP00808_4136_GENWORTH FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4136,GENWORTH FINANCIAL,Other
OIP00809_4137_HOME FINANCE CENTER.pdf,OIP00809_4137_HOME FINANCE CENTER.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4137,HOME FINANCE CENTER,Other
OIP00820_4208_CENTURY MORTGAGE.pdf,OIP00820_4208_CENTURY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4208,CENTURY MORTGAGE,Other
OIP00821_4209_COLE TAYLOR.pdf,OIP00821_4209_COLE TAYLOR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4209,COLE TAYLOR,Other
OIP00822_4209_COLE TAYLOR.pdf,OIP00822_4209_COLE TAYLOR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4209,COLE TAYLOR,Other
OIP00823_4210_FIDELITY.pdf,OIP00823_4210_FIDELITY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4210,FIDELITY,Other
OIP00824_4211_PLAZA HOME MORTGAGE.pdf,OIP00824_4211_PLAZA HOME MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4211,PLAZA HOME MORTGAGE,Other
OIP00825_4212_RESIDENTIAL FINANCIAL.pdf,OIP00825_4212_RESIDENTIAL FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4212,RESIDENTIAL FINANCIAL,Other
OIP00810_4203_BANK OF ENGLAND.pdf,OIP00810_4203_BANK OF ENGLAND.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4203,BANK OF ENGLAND,Other
OIP00811_4204_GREENLIGHT.pdf,OIP00811_4204_GREENLIGHT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4204,GREENLIGHT,Other
OIP00812_4202_INTERNATIONAL CITY MORTGAGE.pdf,OIP00812_4202_INTERNATIONAL CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4202,INTERNATIONAL CITY MORTGAGE,Other
OIP00813_4299_MIDLAND STATES BANK.pdf,OIP00813_4299_MIDLAND STATES BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4299,MIDLAND STATES BANK,Other
OIP00814_4302_ACADEMY.pdf,OIP00814_4302_ACADEMY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4302,ACADEMY,Other
OIP00815_4302_ACADEMY.pdf,OIP00815_4302_ACADEMY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4302,ACADEMY,Other
OIP00816_4303_RANLIFE.pdf,OIP00816_4303_RANLIFE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4303,RANLIFE,Other
OIP00817_4304_PEOPLES NATIONAL BANK.pdf,OIP00817_4304_PEOPLES NATIONAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4304,PEOPLES NATIONAL BANK,Other
OIP00818_4304_PEOPLES NATIONAL BANK.pdf,OIP00818_4304_PEOPLES NATIONAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4304,PEOPLES NATIONAL BANK,Other
"OIP00819_4305_THE MONEY SOURCE, INC.pdf","OIP00819_4305_THE MONEY SOURCE, INC.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4305,"THE MONEY SOURCE, INC",Other
OIP00826_4263_CUSO.pdf,OIP00826_4263_CUSO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4263,CUSO,Other
OIP00827_4264_WATERSTONE.pdf,OIP00827_4264_WATERSTONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4264,WATERSTONE,Other
OIP00828_4265_RICHMAC.pdf,OIP00828_4265_RICHMAC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4265,RICHMAC,Other
OIP00829_4268_BANK OF MANHATTAN.pdf,OIP00829_4268_BANK OF MANHATTAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4268,BANK OF MANHATTAN,Other
OIP00830_4266_MY CU MORTGAGE.pdf,OIP00830_4266_MY CU MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4266,MY CU MORTGAGE,Other
OIP00831_4269_FAIRWAY.pdf,OIP00831_4269_FAIRWAY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4269,FAIRWAY,Other
OIP00841_2253_CARL BROWN.pdf,OIP00841_2253_CARL BROWN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2253,CARL BROWN,Other
OIP00842_2253_FIRST HORIZON.pdf,OIP00842_2253_FIRST HORIZON.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2253,FIRST HORIZON,Other
OIP00843_2253_FIRST HORIZON.pdf,OIP00843_2253_FIRST HORIZON.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2253,FIRST HORIZON,Other
OIP00844_2265_BANCORP SOUTH.pdf,OIP00844_2265_BANCORP SOUTH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2265,BANCORP SOUTH,Other
OIP00845_2269_SUBURBAN.pdf,OIP00845_2269_SUBURBAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN,Other
OIP00846_2272_NAVY FEDERAL CREDIT UNION.pdf,OIP00846_2272_NAVY FEDERAL CREDIT UNION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2272,NAVY FEDERAL CREDIT UNION,Other
OIP00847_2282_K HOVNANLAN.pdf,OIP00847_2282_K HOVNANLAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2282,K HOVNANLAN,Other
OIP00848_2304_GUARDIAN MORTGAGE.pdf,OIP00848_2304_GUARDIAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2304,GUARDIAN MORTGAGE,Other
OIP00849_2314_CROWN NORTH CORPORATION.pdf,OIP00849_2314_CROWN NORTH CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2314,CROWN NORTH CORPORATION,Other
OIP00850_2397_PHH US.pdf,OIP00850_2397_PHH US.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2397,PHH US,Other
OIP00851_2334_MARSH ASSOCIATES.pdf,OIP00851_2334_MARSH ASSOCIATES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2334,MARSH ASSOCIATES,Other
OIP00852_2401_MORTGAGE AMERICA.pdf,OIP00852_2401_MORTGAGE AMERICA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2401,MORTGAGE AMERICA,Other
OIP00853_2410_ELMIRA SAVINGS.pdf,OIP00853_2410_ELMIRA SAVINGS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2410,ELMIRA SAVINGS,Other
OIP00854_2454_SUBURBAN MORTGAGE.pdf,OIP00854_2454_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2454,SUBURBAN MORTGAGE,Other
OIP00832_3239_HUNTINGTON MORTGAGE COMPANY.pdf,OIP00832_3239_HUNTINGTON MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3239,HUNTINGTON MORTGAGE COMPANY,Other
OIP00833_3256_STERLING SAVINGS ASSOCIATION.pdf,OIP00833_3256_STERLING SAVINGS ASSOCIATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3256,STERLING SAVINGS ASSOCIATION,Other
OIP00834_3256_STERLING SAVINGS ASSOCIATION.pdf,OIP00834_3256_STERLING SAVINGS ASSOCIATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3256,STERLING SAVINGS ASSOCIATION,Other
OIP00835_3256_STERLING SAVINGS ASSOCIATION.pdf,OIP00835_3256_STERLING SAVINGS ASSOCIATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3256,STERLING SAVINGS ASSOCIATION,Other
OIP00836_3266_CHARTER ONE MORTGAGE.pdf,OIP00836_3266_CHARTER ONE MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3266,CHARTER ONE MORTGAGE,Other
OIP00837_3277_CHARTER BANK FOR SAVINGS.pdf,OIP00837_3277_CHARTER BANK FOR SAVINGS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3277,CHARTER BANK FOR SAVINGS,Other
OIP00838_3297_ARKANSAS DEVELOPMENT FINANCE AUTHORITY.pdf,OIP00838_3297_ARKANSAS DEVELOPMENT FINANCE AUTHORITY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3297,ARKANSAS DEVELOPMENT FINANCE AUTHORITY,Other
OIP00839_3306_TRIAD BANK.pdf,OIP00839_3306_TRIAD BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3306,TRIAD BANK,Other
OIP00840_3307_MERRILL LYNCH.pdf,OIP00840_3307_MERRILL LYNCH.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3307,MERRILL LYNCH,Other
OIP00855_4091_MANN.pdf,OIP00855_4091_MANN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4091,MANN,Other
OIP00856_4093_NORTH DAKOTA.pdf,OIP00856_4093_NORTH DAKOTA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4093,NORTH DAKOTA,Other
OIP00860_4098_MARYLAND DEPT OF HOUSING.pdf,OIP00860_4098_MARYLAND DEPT OF HOUSING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4098,MARYLAND DEPT OF HOUSING,Other
OIP00861_4099_PRIMARY CAPITAL ADVISORS.pdf,OIP00861_4099_PRIMARY CAPITAL ADVISORS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4099,PRIMARY CAPITAL ADVISORS,Other
OIP00862_3974_FAREAST NATIONAL BANK.pdf,OIP00862_3974_FAREAST NATIONAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3974,FAREAST NATIONAL BANK,Other
OIP00863_3975_JP MORGAN CHASE BANK.pdf,OIP00863_3975_JP MORGAN CHASE BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3975,JP MORGAN CHASE BANK,Other
OIP00864_3977_ALABAMA HOUSING.pdf,OIP00864_3977_ALABAMA HOUSING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3977,ALABAMA HOUSING,Other
OIP00865_3981_TIERONE BANK.pdf,OIP00865_3981_TIERONE BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3981,TIERONE BANK,Other
OIP00866_3982_SCOTIA BANK.pdf,OIP00866_3982_SCOTIA BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3982,SCOTIA BANK,Other
OIP00867_3983_OFORI.pdf,OIP00867_3983_OFORI.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3983,OFORI,Other
OIP00868_3984_NEW CENTURY MORTGAGE.pdf,OIP00868_3984_NEW CENTURY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3984,NEW CENTURY MORTGAGE,Other
OIP00869_3985_DENALI ALASKIAN.pdf,OIP00869_3985_DENALI ALASKIAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3985,DENALI ALASKIAN,Other
OIP00870_3986_MATANUSKA VALLEY.pdf,OIP00870_3986_MATANUSKA VALLEY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3986,MATANUSKA VALLEY,Other
OIP00871_3986_MATANUSKA VALLEY.pdf,OIP00871_3986_MATANUSKA VALLEY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3986,MATANUSKA VALLEY,Other
OIP00872_3987_DELTA MORTGAGE.pdf,OIP00872_3987_DELTA MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3987,DELTA MORTGAGE,Other
OIP00873_3988_SCOTIA MORTGAGE.pdf,OIP00873_3988_SCOTIA MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3988,SCOTIA MORTGAGE,Other
OIP00857_4094_PENNYMAC LOAN.pdf,OIP00857_4094_PENNYMAC LOAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4094,PENNYMAC LOAN,Other
OIP00858_4095_BOEING EMPLOYEES CU.pdf,OIP00858_4095_BOEING EMPLOYEES CU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4095,BOEING EMPLOYEES CU,Other
OIP00859_4097_MICHIGAN MUTUAL.pdf,OIP00859_4097_MICHIGAN MUTUAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4097,MICHIGAN MUTUAL,Other
